"Subject","Trials","IIV"
"10000",9,0.422065659022097
"10001",9,1.11890894790475
"10003",9,1.05308251660816
"101366",9,1.41768189865422
"102439",9,1.20033755906473
"103364.01",9,0.720957707153174
"103907",9,0.710970036815815
"105577",10,1.00065800196275
"106722.01",9,1.0122976969576
"106936",10,1.15139672865394
"107196",9,0.986954857815056
"110661",9,1.43882338708293
"110828",9,1.15612303211118
"113111",9,0.257795053416066
"114713",9,0.868439968835526
"117297",10,0.581223387188099
"117326",9,0.553456524438511
"117939",9,0.81596212558676
"118594",9,0.715334048307959
"118601",9,0.766311637191549
"118764",9,1.04982668726712
"118775",9,0.641645504024701
"118835",9,0.972467356184995
"118916",9,0.448346086352985
"119271",9,1.49447434898375
"119384",9,0.978338128105152
"119492",9,0.780925691419682
"119522",9,0.942749025780835
"119578",9,0.770925571396233
"119604",9,0.862893364418228
"119864",9,1.219253318784
"119913.01",9,0.73150415214944
"119913",9,1.06161660934399
"121407",9,0.701854224710817
"122522",9,0.675140750022187
"132566",9,0.746872501378301
"15305",9,0.468793995231224
"17621",9,0.699189551578733
"18167",9,1.2288479267504
"18199",9,0.872797596217629
"19494",9,0.86204048826522
"19525",9,1.31324151488054
"19542",10,0.818834945532078
"19607",9,0.592470951643836
"80557",9,0.815906206156147
"81760",9,1.44898109913069
"82039",9,0.711736440844495
"83835",9,0.84544261349128
"85853",9,1.52822896157566
"88760",9,0.640253825803244
"92554",9,2.27215231051856
"92927",9,0.953924609340686
"93734",9,1.90799451118608
"93856",9,1.81843659509051
"98532",9,0.645136147281941
